ID,ride_time,ride_lat,ride_lon,alight_lat,alight_lon,dispatch_time,type
0,7,37.58652365357894,127.00371266406434,37.6589198701338,127.03939926980513,0,1
1,57,37.570545307608754,127.01735868198875,37.58190660752369,126.91867708172687,0,0
2,59,37.50995912776561,127.12256370166345,37.82908766281184,127.08528565442886,0,1
3,62,37.57429585455528,127.00559132522824,37.66245924759156,127.07584564204753,0,1
4,77,37.447353997656144,126.90549949227376,37.49594651773268,126.9275276717281,0,0
5,105,37.61167809834519,126.94041815917312,37.535312906213726,126.99564246377956,0,1
6,127,37.59109816607919,126.99303664452593,37.50827655757311,126.94009266167723,0,0
7,144,37.57541528788813,126.99069355771968,37.619396656441616,127.01817439463271,0,1
8,153,37.660012322992806,127.0761774848365,37.547670124853894,127.06741935535244,0,0
9,161,37.56863269827443,126.84978507958871,37.55026659743561,126.83300447175162,0,1
10,167,37.51691635368843,126.9285616593154,37.51949661791909,126.92064183220214,0,1
11,178,37.51363030770634,127.01840258172551,37.553630141837196,127.05503348105125,0,1
12,180,37.471477907727234,127.02583658183981,37.538472697661824,127.05633355186173,0,1
13,184,37.64093945790421,127.0701654917768,37.515284007390484,126.77012743163012,0,1
14,187,37.65570649796325,127.04159973303943,37.66245341318458,127.03652134287124,0,1
15,198,37.50733770774495,127.03510578234626,37.49161073784489,127.00915015150812,0,1
16,198,37.50276723782814,127.03335189158365,37.490952057671144,127.01277135165002,0,1
17,220,37.56757706805577,127.01391467545515,37.5661560675807,127.00383498187551,0,1
18,220,37.56483429884147,127.01482024049756,37.565032605219535,126.99531199796623,0,0
19,240,37.5777898583365,126.90607821017389,37.562002596222975,126.95669567891841,0,0
20,240,37.57200005789506,126.90924539248442,37.56279344473394,126.96146643077897,0,0
21,250,37.55582485206379,127.02376155768975,37.582778897714164,127.09168869129054,0,1
22,252,37.63155616005563,127.07297783685938,37.662277647543696,127.036220022143,0,1
23,252,37.63733701761301,127.0786926519691,37.66213441761895,127.03651569211146,0,1
24,254,37.636409294746564,127.07917429227105,37.66942063857783,127.04524581249532,0,1
25,255,37.6315096194045,127.07514649361356,37.66565764756338,127.0383933521007,0,1
26,255,37.52735139764573,127.03419319173125,37.558671434770446,127.02378048864564,0,1
27,255,37.524379817800984,127.03296319182739,37.56120626358703,127.03210815791672,0,1
28,261,37.50196511778293,126.8575790322922,37.548683467650896,126.85036381119373,0,1
29,273,37.55059064403244,126.87110427856445,37.55045073639385,126.81546588536976,0,0
30,273,37.495932387167734,126.92956674405747,37.54913912848157,126.94003752232655,0,1
31,278,37.5719444278743,126.80292888872299,37.51843413883939,126.90983857245485,0,1
32,280,37.64076656114993,127.01226814852524,37.547632131459984,126.97197184155907,0,1
33,281,37.47559987779615,127.12830117175757,37.55429971800312,127.14326054103255,0,0
34,290,37.58635643745323,126.88895802186916,37.494852720926644,127.11642506180193,0,1
35,290,37.57908205759673,126.89916398148057,37.5013087983907,127.11010347321206,0,1
36,290,37.58016819780325,126.89874481249561,37.49351086237298,127.10467204841201,0,1
37,290,37.5836441575235,126.89201448161295,37.49545867071612,127.1158631189199,0,1
38,293,37.56334852251829,127.03113728396929,37.5582607577519,127.03617959237795,0,1
39,296,37.64651990632906,127.05472469498133,37.639280446142614,127.01292740043334,0,1
40,297,37.57133492760411,127.03255724190461,37.59061791763365,127.06540121205823,0,1
41,297,37.57714629537907,127.04463962024381,37.58943017811793,127.06241459526153,0,0
42,297,37.52560581760881,126.87716409178371,37.5505533296071,126.84647411993232,0,1
43,298,37.565474932370925,127.03310072720633,37.55973304396744,127.03535660320364,0,1
44,300,37.539211837976346,126.82264589164512,37.5139830826234,126.88059539758598,0,1
45,302,37.60234395053466,127.09816161850938,37.55681089901949,126.81963391112843,0,1
46,308,37.516020290895,126.86619190412594,37.504514364008166,126.94674899586073,0,1
47,320,37.620869567579796,127.02661282201626,37.64976388571334,127.03139094210934,0,1
48,320,37.64416268757276,127.03832543217212,37.655373602999056,127.05917581198864,0,1
49,325,37.521926707472474,126.84976334155371,37.56427305825027,126.80962519133698,0,1
50,326,37.62365159285758,127.02201672632846,37.6120024996735,127.04055174195082,0,1
51,330,37.59998495737868,126.9170936803305,37.61080160746473,126.91038258185027,0,1
52,330,37.56324165769313,127.01424593200166,37.56374387057064,126.99728737321666,0,0
53,333,37.4513455195398,126.902022040794,37.56444959321454,126.99973499641672,0,1
54,334,37.56296382577743,126.85768566827215,37.5578548819781,126.804796335988,0,1
55,334,37.48386307101021,127.03737669026629,37.580542357540764,126.96744798183532,0,1
56,340,37.548582167437374,126.84389572176534,37.548892317594316,126.85237399122911,0,1
57,340,37.512773859965186,126.91192053594138,37.5467639042474,127.07020353875663,0,0
58,340,37.51267070397954,126.867322017491,37.51267889867214,126.87925305354618,0,1
59,340,37.620125637558935,127.01611244195139,37.587660087678685,127.02307984662328,0,1
60,340,37.61982985810037,127.01910618223593,37.58751170981399,127.03069023149759,0,1
61,346,37.53116005763167,126.85383415165128,37.52443226361537,126.90224220427253,0,1
62,347,37.62963785214322,127.03926300006506,37.5833082965849,127.00511204492635,0,1
63,347,37.58433869192921,127.00600047042128,37.47306525515465,126.91894481186364,0,0
64,349,37.56422460746293,126.81441663178676,37.55439717744489,126.85074359173353,0,0
65,350,37.5680310621716,127.17179053686115,37.65460165757378,127.05723559217276,0,1
66,351,37.538156957633255,126.96077533142955,37.50669675775897,126.96689755096294,0,1
67,351,37.55038266768985,126.96575098183318,37.495118007911906,127.03933773146555,0,1
68,351,37.47740094162256,126.94452635353598,37.50721317790546,126.96397887897325,0,0
69,354,37.54221014349242,127.12634664489501,37.54495889854505,127.12933406230266,0,1
70,359,37.47948139756883,126.91433460180158,37.529858051388096,126.91352860163039,0,0
71,360,37.6331047776163,127.01359236203841,37.63239601256293,127.0150111978969,0,1
72,360,37.47051085944601,126.8884661318635,37.513024228295905,127.1007547694524,0,1
73,360,37.47648229759905,126.95774241166,37.5587343976267,126.97882905200794,0,1
74,360,37.55853478445535,126.83769537917613,37.49849087762395,126.99433224171436,0,0
75,360,37.47741670777729,126.95510949040748,37.557704727532744,126.97624361313858,0,1
76,360,37.48502451510564,127.10375942745748,37.52624976003302,127.1257626951261,0,1
77,360,37.552122895348276,127.02733899114928,37.56126933766984,127.04073507189389,0,1
78,360,37.59096551764707,127.01528483201791,37.605961497585234,127.03052405201726,0,1
79,360,37.58631930757436,127.00875793199151,37.60714985645951,127.0289503091681,0,0
80,360,37.60002543958212,127.03384115111643,37.577858489193105,126.96736499084537,0,1
81,360,37.52065125854044,127.01435689024316,37.519903117633135,127.02306004182483,0,1
82,360,37.49100056755865,126.90827307157987,37.476128220618236,126.90706457037619,0,1
83,360,37.600783427729084,127.03873089811468,37.571554576836505,126.97146876702948,0,1
84,360,37.47353267822768,127.03026419068397,37.498996385894856,126.99770419261515,0,1
85,361,37.48203894991608,127.02387901678476,37.4813286631042,127.07778344931907,0,0
86,361,37.5619750176412,127.03187219178717,37.57782710551891,127.00219948669378,0,1
87,361,37.57943360778466,127.08974773167014,37.57641710567124,127.00657306087594,0,1
88,361,37.47856091759993,126.953497971561,37.55422822386925,126.97287437979226,0,1
89,362,37.57909365710625,127.09247970100417,37.57450499668579,127.00554482828043,0,0
90,362,37.53333993767984,127.07636998963021,37.53360669772097,127.08060928195437,0,1
91,362,37.59827447272338,127.06610639399796,37.582157236976116,127.04774541175614,0,1
92,362,37.65614880788326,127.06658388203994,37.53314125779651,127.1478332519279,0,1
93,362,37.49803420726725,126.91846160257923,37.481759858881176,126.92989146833112,0,1
94,363,37.5416857104384,126.86605866657199,37.611175738109424,126.97853353124364,0,1
95,364,37.65238741625331,127.06672081892654,37.654354187719356,127.06937273248451,0,1
96,364,37.52430045764373,126.88328929178648,37.56402389267845,126.93403464506801,0,0
97,365,37.56192490783949,126.83968408206457,37.55726795851433,127.04972649062847,0,1
98,366,37.65706795790085,127.07032998136093,37.596258207667994,127.08770083198158,0,1
99,366,37.58108195413778,126.9869634815827,37.58811357778944,126.99909894182207,0,1
100,366,37.499127972241666,126.93077960756301,37.48300781759366,126.92868821162082,0,1
101,367,37.6009364953082,127.09453578227338,37.498249337669385,126.92437765166733,0,0
102,367,37.566030191226645,126.84322350936232,37.524609257617236,126.90767228220294,0,1
103,368,37.565901437688254,126.90021231204396,37.628670791692784,126.91811376863731,0,1
104,368,37.54500495824031,127.14301499230662,37.53201517132329,127.11073926685373,0,0
105,368,37.48162681758724,126.94168561174494,37.395202985176645,127.1062485742646,0,0
106,370,37.65070107758211,127.06006360219364,37.6586777035334,127.06400086050884,0,0
107,370,37.60641875765064,127.0937476320232,37.49739853759633,126.91856505164304,0,0
108,370,37.60993637774307,127.06341947194214,37.48212479765323,127.01813249170101,0,1
109,370,37.60837937771512,127.06585707193172,37.48604610767476,127.02270673178889,0,0
110,371,37.54595329772883,127.13857527194422,37.53487080782106,127.1153169115016,0,1
111,371,37.57610163752759,126.92087345177556,37.60625156604735,126.91163522906874,0,0
112,371,37.494182397616065,126.9367760917554,37.477619337585594,126.93727031164073,0,1
113,371,37.54623865775725,127.13397643176738,37.52998782586804,127.11252427022174,0,0
114,373,37.47436045780569,127.09903377170589,37.56975513553009,127.03355688260729,0,0
115,374,37.53483110748602,126.84599643167746,37.50403192004175,127.0492421397917,0,0
116,374,37.478875790861856,126.87746391939629,37.8171311518891,127.04672976711376,0,1
117,376,37.61429419343534,126.96000716212131,37.56958815750613,126.92572167186039,0,1
118,376,37.60456975598884,126.96635460864117,37.567232709865095,126.9350503382748,0,1
119,377,37.60498222765778,127.09378391199579,37.579322729625446,127.06000752896828,0,1
120,377,37.48485992749645,126.85582761163997,37.65651531069929,127.048395923926,0,1
121,378,37.57333967975016,126.9158168350907,37.53502315638386,126.91396066282533,0,1
122,378,37.58039204771201,127.09278118833691,37.382898347886005,127.15106267167188,0,1
123,379,37.52863731383202,127.14202333703346,37.53147870774743,127.11378793197765,0,1
124,380,37.57098669063246,126.91154209174377,37.52061897772971,126.92552418136134,0,1
125,380,37.637557465816826,127.04114089576969,37.753010179565834,127.02428529273377,0,1
126,381,37.499378190233664,126.91729360528396,37.572426521692705,126.90580313823837,0,1
127,381,37.54439733579664,126.83220794779835,37.51671159197568,126.92844661083693,0,0
128,381,37.458088441926876,126.88784005015623,37.55440506248821,127.03720394864104,0,1
129,383,37.561120242593766,126.8506090557415,37.54277385746504,126.86431493177808,0,1
130,384,37.51981006747144,126.83826522165737,37.496758357555045,126.92234757163622,0,0
131,386,37.57491005093645,126.91740513211381,37.53042549864105,126.92010382526716,0,1
132,386,37.488286323673194,126.95797879156618,37.4976327576017,126.92080115166924,0,1
133,389,37.57075317756101,126.91325691158376,37.528407217865926,126.92171075108465,0,1
134,390,37.485657157750296,127.0980160818055,37.49170649772158,127.08672145180905,0,0
135,390,37.54784157278041,126.98125230876991,37.518266097950814,126.97905516212353,0,1
136,390,37.58737231871545,126.94977551696206,37.5623262110719,127.01250458666883,0,1
137,390,37.4999261432445,126.91537122138138,37.53224923715928,126.99190816883777,0,1
138,390,37.54901316779199,127.14326758123876,37.54704633782609,127.17657338185187,0,0
139,390,37.608145677594905,126.91476505203973,37.606206117459855,126.90977303192916,0,1
140,390,37.455704596772,126.90142108353041,37.56573513759174,127.00353931182853,0,0
141,393,37.5831966160523,126.9508547399527,37.567105138846145,127.01331105425584,0,1
142,393,37.50783581316651,126.90941135609964,37.47644710767192,126.94131124177173,0,0
143,394,37.6223249178082,127.07512930192783,37.59072313722719,127.05328582894876,0,0
144,394,37.58517885752083,126.94825311187894,37.56961927759439,127.00974857190133,0,1
145,395,37.586077347531244,126.95029587202865,37.614710422023066,126.91326416832706,0,1
146,395,37.58531343752136,126.94807185193599,37.614636097564905,126.91753221200428,0,1
147,395,37.55486945656522,127.18166977631756,37.61650214442639,127.27448611093783,0,1
148,397,37.558615307438416,126.84678228169898,37.519367912643204,126.90702075453459,0,1
149,397,37.58570793758979,126.91281895203937,37.559241388224585,126.95752990975524,0,1
150,397,37.49690012196243,127.02424644640739,37.50748475885991,127.03442863064062,0,1
151,398,37.5243838747565,127.12905201879535,37.53500708804362,126.88818299892297,0,1
152,398,37.542928262425725,127.09465345869707,37.53425996774408,127.11543557192988,0,1
153,400,37.52166310751888,126.88753753149692,37.52593762589546,126.9044220425048,0,1
154,400,37.56189585836897,127.03345736300278,37.57720389752771,126.89644838189747,0,1
155,400,37.65711916518708,127.03319389128367,37.58338111757,127.00585264191778,0,1
156,400,37.45405220691483,126.88586586985876,37.54291777744353,126.88725745345808,0,1
157,401,37.485697587670295,126.94350155147782,37.49024795370854,126.89343351027438,0,1
158,402,37.63381300763003,127.05867403216257,37.551912657981326,127.0923962017446,0,1
159,402,37.54701191756054,126.87710231175325,37.55929210448939,126.95774667642837,0,1
160,402,37.6274394774906,127.04069991335956,37.63976641758031,127.02412573198299,0,1
